night_commit_ratio,pr_lines_changed,pr_files_changed,review_gap_hours,review_depth_score,consecutive_ci_failures,ci_pass_rate_7d,deadline_24h_count,deadline_48h_count,open_ticket_count,commit_velocity_spike,cross_team_files_ratio,test_file_updated,hotfix_label_present,risk_label
0.0147,30,5,2.26,1.7171,0,1.0,0,2,4,0.4652,0.0776,0,0,0
0.0876,61,6,5.49,1.8909,1,0.8892,0,1,1,0.7385,0.0779,1,0,0
0.0395,155,5,2.61,0.9661,0,0.9643,1,0,3,1.4493,0.0,0,0,0
0.8525,3690,40,125.67,0.0,12,0.0099,7,10,23,5.8049,0.3969,0,0,3
0.1603,2022,18,15.33,0.7716,2,0.4783,4,3,19,2.1735,0.6593,1,0,2
0.0363,170,15,14.95,1.6704,0,0.6417,0,1,3,2.3403,0.2187,0,0,1
0.8339,3092,38,83.03,0.0364,14,0.3787,4,8,16,4.2204,0.884,1,1,3
0.3186,1079,22,6.0,0.0,7,0.5507,1,5,16,3.5638,0.5944,0,0,2
0.0957,467,19,23.54,1.2545,3,0.8642,1,3,8,2.2059,0.2753,0,0,1
0.0912,43,4,10.29,2.0404,0,0.831,0,2,5,1.3541,0.1465,1,0,0
0.611,217,19,3.13,1.5844,0,0.7468,2,4,6,1.724,0.1851,0,0,1
0.5807,1184,23,41.88,0.0843,4,0.3137,1,2,11,1.7034,0.3961,0,0,2
0.2859,839,17,46.67,1.6793,2,0.495,3,5,12,3.3396,0.3093,0,1,2
0.2811,668,21,11.86,1.4531,2,0.5933,0,4,10,2.2145,0.6297,1,0,1
0.2631,1700,16,6.0,1.206,7,0.3346,3,3,17,2.7854,0.3323,0,0,2
0.8843,4776,35,86.94,0.0,5,0.2292,5,3,17,6.2346,1.0,0,1,3
0.6988,2172,44,47.65,0.0,3,0.4457,4,6,15,4.0762,0.3528,0,0,2
0.0826,37,6,1.6,1.9379,1,0.9876,0,2,3,1.2466,0.2023,1,0,0
0.2208,314,17,44.12,1.8717,3,0.4397,0,4,6,1.1642,0.0387,0,0,1
0.3584,269,19,3.09,1.0486,2,0.6037,0,3,3,2.4334,0.2887,1,0,1
0.0902,657,20,39.29,1.617,3,0.5424,0,4,3,2.1256,0.0985,0,0,1
0.7602,1543,42,17.7,1.2595,3,0.3999,1,4,13,1.9231,0.5051,1,1,2
0.5984,1137,32,6.0,1.368,2,0.3561,4,5,14,2.9287,0.0732,1,0,2
0.1029,30,2,7.57,1.303,2,0.8615,0,1,1,1.5271,0.0,1,0,0
0.7642,4521,60,33.36,0.105,15,0.1479,5,9,23,3.3869,0.729,0,1,3
0.9012,1732,48,20.0,0.0,4,0.1357,8,7,20,4.8323,0.731,0,1,3
0.2198,525,15,6.0,0.0,2,0.5201,3,4,18,4.0575,0.23,0,1,2
0.3653,1962,12,12.99,1.2569,3,0.4985,3,5,16,3.5874,0.3683,0,0,2
0.0,727,5,6.63,1.5926,0,0.9471,2,4,11,1.406,0.36,0,0,1
0.0,177,3,1.11,1.7956,0,0.7642,1,1,4,1.0118,0.1239,1,0,0
0.7676,2415,59,38.05,0.0,10,0.1394,2,8,19,6.6922,0.6631,1,1,3
0.2453,568,11,20.72,1.3496,1,0.6499,1,1,5,2.0861,0.2775,0,0,1
0.3019,1928,31,10.99,0.7256,7,0.4864,3,3,10,1.8821,0.4498,0,0,2
0.6039,1638,42,91.68,0.0,2,0.642,1,4,16,2.8032,0.5175,0,0,2
0.3225,379,6,14.09,1.5115,3,0.7702,1,2,12,1.7123,0.1264,0,0,1
0.6873,316,8,1.27,1.4873,0,0.6301,1,3,10,1.9934,0.3759,0,1,1
0.7841,3963,71,178.6,0.1447,12,0.1166,3,4,28,4.6167,0.5265,0,1,3
0.5218,1943,28,55.67,0.7569,4,0.4596,3,5,12,2.5906,0.1134,0,0,2
0.3498,690,9,59.33,1.0783,1,0.6899,0,4,11,2.2953,0.2412,1,0,1
0.2192,197,2,1.72,2.0525,1,0.9412,1,1,2,1.4786,0.0335,1,0,0
0.1462,548,28,12.89,1.3916,2,0.6848,3,5,16,2.5664,0.0902,0,0,2
0.08,25,8,0.5,1.945,1,0.8167,0,2,6,1.7696,0.0,1,0,0
0.4568,1172,15,26.01,0.2575,7,0.449,3,2,15,3.7132,0.3409,1,1,2
0.1427,1275,37,110.0,0.8982,4,0.5641,3,6,7,3.1998,0.6243,1,0,2
0.347,1698,18,6.0,1.1434,6,0.5821,4,2,8,1.7464,0.3689,0,1,2
0.6839,557,34,6.0,0.6178,2,0.346,1,3,12,1.9981,0.4654,0,1,2
0.1423,52,3,9.04,1.9957,2,0.8454,0,2,1,1.3251,0.2453,1,0,0
0.4517,2986,31,131.3,0.0,15,0.2694,4,7,22,5.8995,0.9075,0,0,3
0.5634,4993,67,74.19,0.1051,15,0.1952,3,9,29,4.0548,0.7904,0,1,3
0.2943,744,13,21.59,2.2335,1,0.6039,0,2,4,1.2864,0.2359,0,0,1
0.3732,1342,35,23.19,1.332,3,0.563,2,3,19,3.1439,0.3386,0,0,2
0.0823,557,44,73.68,0.1125,6,0.7109,2,5,8,3.4428,0.0447,0,0,2
0.437,1861,29,89.22,1.2106,5,0.7091,3,6,15,3.2363,0.163,0,0,2
0.0442,353,9,19.66,1.6896,1,0.8869,1,1,4,1.1557,0.1535,1,0,0
0.2629,506,4,18.47,0.5484,2,0.6744,2,1,10,2.4128,0.4762,0,0,1
0.1898,400,21,1.0,1.3797,1,0.6118,0,3,9,1.4339,0.4902,0,0,1
0.6824,4031,79,78.4,0.194,4,0.202,3,10,14,5.8608,0.9345,0,1,3
0.2778,3981,45,23.13,0.0,12,0.2565,2,10,31,5.6479,0.6601,0,1,3
0.6685,3435,34,35.41,0.0054,5,0.17,4,4,21,6.8093,0.7346,0,1,3
0.5184,600,12,1.61,1.7472,1,0.7336,1,4,8,1.8912,0.3106,0,0,1
0.263,744,28,36.11,1.3837,5,0.4244,4,4,16,3.4598,0.599,1,1,2
0.4848,4614,83,85.45,0.0,9,0.226,7,7,20,6.5664,0.94,0,0,3
0.7467,1918,43,22.36,0.1915,4,0.3324,4,5,15,3.8734,0.3572,1,0,2
0.0,164,3,17.67,1.7524,2,0.9732,0,0,1,1.6745,0.0731,0,0,0
0.5843,3938,33,20.0,0.1009,7,0.023,6,8,28,5.3681,0.7168,0,1,3
0.1121,230,9,32.38,1.6269,3,0.8131,2,1,9,1.5869,0.2011,0,0,1
0.0138,185,4,1.98,1.1866,0,0.838,1,2,3,1.6901,0.456,0,0,0
0.8107,3469,56,20.0,0.0,5,0.0,2,5,15,6.5891,0.7817,0,1,3
0.0752,690,5,13.55,2.0847,2,0.6764,0,1,7,0.9194,0.4751,1,0,1
0.2179,234,10,8.81,0.8174,1,0.8596,1,1,9,1.1725,0.6688,1,0,1
0.3712,2413,58,71.48,0.0,14,0.0606,8,8,26,3.9263,0.8307,0,1,3
0.3824,2111,34,47.67,0.2136,4,0.6681,3,4,16,3.307,0.6452,1,0,2
0.7661,3377,65,20.0,0.006,10,0.4564,4,8,25,4.9917,0.6994,0,1,3
0.0839,87,9,2.7,2.4794,1,0.9791,0,2,6,0.4717,0.0218,1,0,0
0.9596,4527,41,41.04,0.0112,12,0.0241,8,10,24,5.9626,0.8165,0,1,3
0.608,1754,31,8.49,1.4596,2,0.5445,2,2,19,2.9114,0.2279,0,1,2
0.1744,331,9,3.16,1.3725,0,0.8755,1,1,5,0.9872,0.086,1,0,0
0.5935,1174,17,6.0,1.004,2,0.3224,3,4,18,3.1909,0.6804,0,1,2
0.0,616,13,23.84,1.4257,2,0.5685,2,1,7,1.4011,0.3245,0,0,1
0.5674,3428,77,75.66,0.0,5,0.29,6,6,25,4.735,0.8801,0,1,3
0.627,2124,38,11.88,0.0664,4,0.4491,1,2,18,2.3173,0.3761,0,0,2
0.6821,4243,51,21.45,0.0,15,0.3404,4,7,28,6.9511,0.8243,0,1,3
0.1112,78,6,2.14,0.5797,0,1.0,0,2,4,1.8292,0.176,1,0,0
0.3759,294,4,0.5,1.8158,1,0.8858,1,1,1,1.1128,0.0,0,0,0
1.0,2615,36,48.11,0.0717,5,0.3153,7,6,18,5.9405,0.8004,0,0,3
0.0849,794,14,1.96,1.5447,3,0.7788,0,3,7,0.8668,0.2453,0,0,1
0.8354,4792,72,62.91,0.0,13,0.3221,6,9,31,7.1191,0.7316,0,0,3
0.1158,66,9,5.43,1.8006,0,0.97,1,0,2,0.9927,0.0805,0,0,0
0.0479,1360,38,27.78,1.0005,7,0.4507,1,4,9,2.4997,0.3582,0,0,2
0.7609,767,35,110.0,1.3914,5,0.2512,4,4,19,3.0246,0.0,1,0,2
0.6092,1431,48,38.05,0.0,14,0.4144,7,9,30,3.651,0.9302,0,0,3
0.0233,1482,25,88.9,1.5683,6,0.4939,2,2,9,3.77,0.5089,1,1,2
0.2328,513,14,1.0,1.5082,2,0.6766,2,4,7,1.519,0.1152,0,0,1
0.7922,4424,75,20.12,0.078,7,0.3,7,3,31,4.6503,0.8776,0,1,3
0.1534,341,3,2.93,1.7873,1,0.8779,0,1,5,0.7158,0.0607,1,0,0
0.0291,81,5,10.69,2.1424,1,0.9744,1,2,3,1.307,0.0227,1,0,0
0.0983,541,7,9.45,1.8337,1,0.7236,1,1,9,2.1644,0.3507,0,0,1
0.28,474,19,7.03,2.1003,0,0.7821,2,3,4,1.1766,0.3171,1,0,1
0.1175,228,1,2.43,1.7836,1,0.9513,1,2,6,0.5066,0.2303,1,0,0
0.0132,165,4,2.51,1.9662,2,1.0,0,2,5,1.8033,0.1179,0,0,0
0.8554,4440,49,97.15,0.0,4,0.2396,4,5,17,5.0348,0.6918,0,1,3
0.0281,297,5,0.5,2.1375,0,0.8063,1,1,4,1.2691,0.2929,1,0,0
0.5812,689,34,69.33,0.0,7,0.4052,2,2,12,2.9962,0.2798,0,1,2
0.0035,135,2,1.54,2.478,0,0.855,0,1,1,1.4426,0.1919,1,0,0
0.0352,384,2,2.39,1.6521,2,0.901,1,2,5,1.5485,0.0131,1,0,0
0.3754,662,11,10.05,0.6192,2,0.7813,1,4,4,1.849,0.4859,0,0,1
0.4554,167,2,6.06,2.0706,0,1.0,1,2,3,1.7019,0.0691,1,0,0
0.2098,1780,13,56.69,1.1698,4,0.366,3,6,16,2.2274,0.37,0,1,2
0.4226,2822,83,77.96,0.1139,11,0.0994,2,9,26,3.8171,0.7772,1,1,3
0.3707,3648,77,125.38,0.0539,10,0.2837,3,7,30,6.6192,0.6683,0,1,3
0.1779,772,14,9.92,1.5846,1,0.7235,2,1,9,1.3277,0.0551,0,0,1
0.6133,1891,26,16.51,1.2635,3,0.4358,2,3,8,2.1767,0.26,0,0,2
0.043,99,1,3.09,1.7571,1,0.7794,1,1,1,1.7955,0.3669,0,0,0
0.8224,3097,69,111.39,0.0,6,0.3529,2,8,17,5.976,0.6586,0,1,3
0.7965,1823,59,71.99,0.0308,9,0.3959,4,5,21,6.4938,0.8837,0,0,3
0.4023,1620,26,56.94,0.9397,3,0.5707,3,5,12,2.321,0.4003,0,0,2
0.2601,564,5,1.72,0.8639,0,0.7595,1,4,11,1.6159,0.3892,0,0,1
0.6149,2927,46,20.0,0.0,8,0.3843,7,6,26,6.2144,0.8347,1,1,3
0.6529,1409,37,20.0,0.0,15,0.3713,4,5,24,5.1756,0.6956,0,1,3
0.6667,1036,32,18.56,0.0,6,0.5352,1,5,19,3.9286,0.6342,0,1,2
0.821,3363,43,25.72,0.0,13,0.3399,7,10,29,5.654,0.6861,0,1,3
0.6986,3412,33,51.98,0.0225,14,0.0916,7,10,16,4.046,1.0,0,1,3
0.1587,809,39,24.56,0.0117,4,0.4038,2,5,15,2.3165,0.2046,0,0,2
0.5512,1172,39,6.0,0.7286,4,0.6312,1,6,15,3.5885,0.3253,0,1,2
0.8773,3138,65,50.51,0.0,14,0.1983,3,6,21,3.1296,0.9605,1,1,3
0.32,1376,26,50.85,0.2879,2,0.6277,3,5,7,3.9795,0.4159,0,1,2
0.0509,225,1,8.38,2.1554,2,0.8072,1,2,3,1.2775,0.0837,1,0,0
0.263,769,13,42.73,1.7586,0,0.8164,1,1,4,1.2838,0.2901,0,0,1
0.3414,793,8,24.25,1.5927,3,0.7332,0,1,9,1.5058,0.3403,0,1,1
0.3455,749,8,16.52,1.0299,3,0.6525,0,3,12,1.4994,0.3184,0,0,1
0.1584,611,19,6.35,1.1133,2,0.8109,0,2,8,1.6838,0.2545,1,1,1
0.0327,486,4,6.45,1.7975,0,0.7625,0,4,3,1.2634,0.1681,0,1,1
0.6923,1513,46,112.44,0.0019,9,0.206,6,4,25,2.996,0.7302,0,1,3
0.1631,295,4,30.0,1.233,1,0.7965,1,0,3,0.7005,0.0996,0,0,0
0.0666,369,6,10.54,2.4227,2,0.7891,1,2,5,1.0348,0.0,1,0,0
0.5448,945,19,11.22,0.0,2,0.5345,4,5,10,2.4288,0.17,1,1,2
0.6833,1803,59,20.0,0.0,15,0.0746,4,8,21,4.4727,0.8555,0,1,3
0.3506,788,42,25.88,0.8589,4,0.5562,2,2,7,3.3789,0.1772,0,0,2
0.0142,367,8,2.62,2.1557,2,0.8915,0,1,5,1.1143,0.3318,1,0,0
0.7805,4657,48,32.48,0.0565,4,0.0428,2,9,16,4.2955,0.8987,0,1,3
0.8279,869,34,16.15,1.3582,2,0.7273,3,6,8,4.0699,0.1675,0,0,2
0.4574,3536,82,65.89,0.0289,12,0.1348,7,7,24,3.5287,0.5725,0,1,3
0.1611,221,15,4.75,1.6889,3,0.9228,0,3,3,0.9159,0.5287,0,0,1
0.6709,1082,31,50.2,1.1124,7,0.5033,2,5,7,2.2794,0.9241,0,0,2
0.1695,788,5,3.8,1.2759,3,0.5986,0,3,10,2.027,0.2652,1,0,1
0.3241,644,12,22.97,0.8633,0,0.5101,2,4,8,2.1403,0.1833,0,0,1
0.3457,755,15,11.04,1.7473,1,0.8463,0,4,10,1.5002,0.4278,0,0,1
0.0034,165,7,8.83,1.5826,0,0.7055,1,0,6,0.8792,0.2469,1,0,0
0.0752,270,4,8.12,1.7151,2,0.8667,1,0,2,0.7181,0.1408,0,0,0
0.3228,1940,13,6.0,0.8757,6,0.4214,1,2,14,2.2604,0.4579,1,1,2
0.857,2882,43,51.09,0.0,5,0.2411,2,9,15,4.2512,0.7404,0,1,3
0.0722,74,3,13.58,1.2048,0,0.7172,0,1,1,0.7298,0.3025,1,1,0
0.5433,1258,22,27.99,1.4158,7,0.3986,1,6,8,2.7994,0.5832,0,0,2
0.5547,1119,43,37.36,0.6111,7,0.4571,2,3,7,3.3984,0.6625,0,1,2
0.434,171,13,7.85,1.8655,1,0.8591,2,1,10,1.1913,0.108,0,1,1
0.2814,1337,31,26.28,0.6095,3,0.4948,1,5,12,2.5752,0.4079,0,1,2
0.7807,4286,64,62.64,0.0,4,0.2698,6,10,14,3.9612,0.8324,0,1,3
0.2347,43,5,2.41,1.8174,0,0.9494,0,2,4,0.7219,0.0737,1,0,0
0.4769,766,18,13.6,1.5206,1,0.664,1,3,4,1.4317,0.662,1,0,1
0.1449,542,42,63.15,1.0777,7,0.4319,3,3,7,2.3907,0.2003,0,1,2
0.1567,689,6,7.25,1.3236,0,0.6095,2,3,9,1.696,0.2091,0,0,1
0.0661,355,5,7.86,1.279,2,0.8244,0,1,1,0.5427,0.0427,1,0,0
0.1588,48,7,3.13,2.3791,0,0.7464,1,1,3,1.5221,0.0813,1,0,0
0.8303,1892,19,22.24,0.7733,3,0.4623,1,5,18,2.1352,0.4615,0,1,2
0.2266,12,2,0.75,2.1217,1,0.85,1,1,5,1.0242,0.3356,0,0,0
0.3864,1028,22,15.86,1.3865,6,0.4305,3,4,18,2.8389,0.2134,0,0,2
0.652,1828,21,20.2,0.06,2,0.4866,3,5,12,2.0276,0.611,0,0,2
0.1908,479,17,48.08,2.1529,1,0.9259,1,1,6,2.0098,0.0395,0,0,1
0.2989,1043,32,10.32,0.0,2,0.5751,3,4,19,3.3244,0.4045,1,0,2
0.1252,223,3,0.5,1.6664,1,0.9656,1,0,3,1.1278,0.0179,1,0,0
0.7684,3033,31,20.0,0.0,11,0.1243,4,3,18,3.5452,0.6791,0,1,3
0.4652,2116,22,7.1,0.6349,4,0.3375,4,5,7,3.5828,0.3165,1,1,2
0.2466,2103,27,22.81,0.8283,4,0.3588,1,6,19,4.1103,0.5476,0,1,2
0.7802,2099,32,6.0,1.3975,7,0.4141,3,5,18,2.6024,0.5221,1,0,2
0.4246,238,7,5.29,1.5337,1,0.7828,1,2,4,1.5681,0.0663,1,0,0
0.7578,4182,41,20.0,0.0,12,0.1193,4,7,20,3.4041,0.9035,0,1,3
0.0655,158,2,5.94,1.6487,1,0.9053,1,1,5,1.6975,0.1198,1,0,0
0.2793,2904,55,56.05,0.0,9,0.387,6,7,16,4.4649,0.7262,0,1,3
0.1197,610,15,2.05,1.4375,1,0.8196,1,3,6,2.6027,0.0098,0,0,1
0.3195,1965,43,7.67,0.1313,7,0.4477,1,6,13,2.7492,0.5668,0,0,2
0.2081,431,21,1.0,1.0527,0,0.8,0,2,9,2.1775,0.6208,1,0,1
0.3477,777,26,16.76,0.0249,2,0.4553,3,2,19,3.2008,0.5901,0,1,2
0.3473,78,5,10.37,2.244,1,0.8553,1,2,3,0.6234,0.077,0,0,0
0.1333,282,1,1.8,1.5669,1,0.85,0,2,6,0.6883,0.0975,0,0,0
0.2297,1273,40,21.13,0.0115,10,0.2647,7,5,18,6.7139,0.6036,0,1,3
0.7628,4945,70,73.09,0.0,14,0.0327,6,5,16,5.8482,0.842,0,0,3
0.5489,296,13,34.13,1.6784,1,0.6694,1,2,7,1.6751,0.2943,0,0,1
0.0,227,1,1.87,1.295,2,0.8151,0,1,5,0.5615,0.1908,1,0,0
0.5089,2071,40,35.21,1.5895,7,0.5534,4,3,7,2.0611,0.1911,0,0,2
0.3652,585,16,5.32,1.5623,3,0.7056,2,1,8,1.9086,0.4317,0,0,1
0.7276,4770,81,60.7,0.0,8,0.0388,5,9,19,7.1534,0.7165,0,0,3
0.1876,115,2,0.5,1.3078,0,0.9344,1,1,1,1.7107,0.0926,1,0,0
0.559,1741,36,11.8,1.0332,3,0.4013,2,3,11,2.5449,0.3471,1,1,2
0.4237,207,10,1.97,2.0459,3,0.6577,1,3,9,2.4788,0.1903,1,0,1
0.2921,554,21,1.0,0.9565,0,0.8163,1,3,12,2.3821,0.2592,0,0,1
0.1001,377,8,6.89,1.9024,1,0.9029,0,1,5,1.4336,0.1926,1,0,0
0.1858,1608,16,43.83,0.9155,7,0.2995,2,2,10,2.6452,0.6994,0,0,2
0.0,287,1,4.98,1.3571,0,0.9849,1,1,3,1.5099,0.3111,1,0,0
0.3633,1284,42,88.54,1.0119,5,0.5876,2,6,9,2.898,0.3658,0,0,2
0.3473,217,3,1.34,1.8475,1,1.0,1,2,5,0.9768,0.1163,0,0,0
0.2409,288,2,14.77,1.5954,0,0.8812,0,2,6,0.9656,0.0,1,0,0
0.6324,869,35,110.0,0.5831,6,0.603,3,6,10,3.2887,0.4468,0,0,2
0.1377,190,4,5.2,2.4441,0,0.8881,0,1,4,1.1343,0.1047,0,0,0
0.004,290,5,12.52,1.407,0,0.7937,1,1,6,0.2821,0.2838,1,0,0
0.0748,271,2,8.12,1.8907,0,0.8848,1,2,4,1.6272,0.0576,1,0,0
0.4722,2156,38,20.0,0.1674,6,0.0593,6,10,21,4.4981,0.8206,0,1,3
0.2795,339,4,13.21,1.63,1,0.942,2,4,5,0.9917,0.2434,0,0,1
0.976,1381,58,20.0,0.1082,4,0.0393,2,8,23,3.6152,0.7727,1,1,3
0.1413,189,4,31.21,1.1579,1,0.5647,1,2,6,2.4145,0.4513,1,0,1
0.5251,1827,43,77.59,1.1728,6,0.5367,4,2,17,1.7816,0.4117,0,1,2
0.0878,337,7,13.2,2.2508,2,1.0,1,0,6,0.6511,0.0478,1,0,0
0.0,189,8,1.31,2.1236,1,1.0,0,2,5,0.5948,0.1197,1,1,0
0.0577,381,4,6.1,2.0031,0,0.7337,1,1,5,0.4512,0.0915,1,0,0
0.0929,298,9,7.83,1.7803,0,1.0,0,2,5,1.0369,0.0784,0,0,0
0.218,545,17,11.42,1.3685,2,0.8074,0,2,4,1.9153,0.3038,0,0,1
1.0,3769,69,30.77,0.0,10,0.0618,3,7,27,4.0418,0.6087,0,1,3
0.4447,365,12,15.4,1.7494,3,0.7936,1,3,12,1.7535,0.1771,0,0,1
0.5328,1894,39,9.65,1.1467,3,0.573,1,4,7,2.2056,0.5677,0,0,2
0.7843,3823,47,210.0,0.0,13,0.47,6,3,27,7.4511,1.0,0,0,3
0.0734,388,1,8.31,1.788,2,0.7764,0,0,1,0.8221,0.1245,1,0,0
0.542,230,14,42.59,1.1189,0,0.6653,1,4,7,0.9668,0.2434,0,0,1
0.1261,268,5,7.23,1.4397,2,0.846,0,2,5,1.6793,0.2514,1,0,0
0.4686,4573,47,159.35,0.0288,8,0.1976,8,3,23,3.82,0.6491,0,1,3
0.8479,2163,65,72.81,0.0214,4,0.1611,3,10,23,6.1929,0.7768,0,1,3
0.6891,1438,32,54.26,0.0,10,0.0287,3,6,19,6.4912,0.6864,1,0,3
0.0259,289,9,1.92,1.661,1,1.0,0,0,2,1.022,0.3242,0,0,0
0.0349,267,9,4.02,1.6721,2,0.87,0,1,3,1.0158,0.0067,1,0,0
0.5537,4946,61,20.0,0.0308,13,0.1444,5,10,14,5.6236,0.6505,0,0,3
0.0468,58,8,7.48,1.4343,1,0.9927,0,1,1,1.243,0.236,0,0,0
0.3331,1088,32,41.67,0.0,7,0.3551,1,3,13,2.443,0.5553,1,0,2
0.5352,875,12,65.55,0.5756,6,0.5027,2,4,16,3.4104,0.6154,0,0,2
0.3028,316,10,5.54,1.7551,1,0.5429,0,4,8,2.6508,0.0,1,0,1
0.7191,1861,41,121.9,0.0566,6,0.321,7,6,22,6.0543,0.1132,0,1,3
0.9414,1636,61,52.67,0.0,4,0.0558,3,10,25,5.9123,0.9864,0,1,3
0.9132,4138,38,20.0,0.0401,12,0.0477,6,9,19,4.7057,0.6687,0,1,3
0.7813,3061,41,93.7,0.0,7,0.0379,6,4,24,4.4605,1.0,0,1,3
0.0784,306,3,6.15,2.6584,0,0.9923,0,0,3,0.8544,0.0279,1,0,0
0.5814,3953,68,59.15,0.0,12,0.1496,7,10,29,3.4836,0.6507,1,1,3
0.7235,3941,62,76.03,0.0,7,0.0587,3,6,15,5.8965,0.7855,0,1,3
0.534,3214,70,126.47,0.0,7,0.0344,3,4,26,3.0994,0.8598,0,1,3
0.2033,86,8,4.35,1.9517,0,0.8821,0,2,1,1.0815,0.545,1,0,0
0.1885,443,7,5.89,1.2145,2,0.6028,2,4,10,1.943,0.5385,1,0,1
0.4911,2618,82,41.62,0.0,6,0.1594,2,3,15,6.3624,0.8775,0,1,3
0.9639,2297,56,39.4,0.1072,9,0.3763,6,10,29,3.2104,0.5694,0,1,3
0.1385,244,6,17.09,1.7065,2,1.0,0,1,6,1.8832,0.0431,1,0,0
0.315,1559,40,55.26,0.2364,5,0.6067,3,2,13,2.7025,0.3458,0,1,2
0.8679,2361,32,129.64,0.1085,15,0.192,3,6,23,4.1843,1.0,0,1,3
0.3654,491,11,5.26,1.6012,0,0.7838,0,4,4,2.3128,0.3968,0,0,1
0.3054,1810,20,9.04,0.0,2,0.3946,3,2,14,2.8089,0.1577,0,1,2
0.1691,320,4,0.9,2.6445,2,0.966,1,1,6,0.8105,0.1304,0,0,0
0.5007,503,14,6.0,0.9243,4,0.5376,1,3,17,3.7612,0.5424,1,1,2
0.5245,731,7,14.01,1.1631,1,0.7232,0,3,7,2.0372,0.2616,1,0,1
0.2071,929,24,13.73,1.1342,6,0.4803,2,5,18,2.6771,0.3801,1,1,2
0.7679,1713,44,15.01,0.5737,6,0.5756,4,5,15,3.1371,0.2526,0,0,2
0.6246,1641,38,25.31,1.487,5,0.5457,4,6,14,3.0404,0.4065,1,1,2
0.3721,2064,63,20.0,0.0323,9,0.4043,2,4,25,5.9671,0.5748,0,1,3
0.2995,742,20,14.52,0.8593,1,0.6298,2,3,6,2.1613,0.5498,0,1,1
0.4059,3759,78,20.0,0.0,14,0.2692,3,9,16,6.1505,0.594,0,1,3
0.5,742,42,8.27,0.6027,3,0.5309,3,2,15,3.4053,0.6103,1,0,2
0.1443,1162,40,15.21,1.2956,3,0.4098,4,3,11,3.2424,0.629,1,0,2
0.1751,184,6,0.5,1.6746,0,0.9515,0,1,5,1.6317,0.1259,1,0,0
0.3297,771,5,17.18,1.6145,1,0.6866,1,1,6,1.3708,0.0522,0,0,1
0.159,1156,44,6.0,0.0,3,0.3413,4,6,15,2.0019,0.4188,1,0,2
0.6784,1420,24,70.72,0.5998,2,0.3834,1,2,19,1.7751,0.0,1,1,2
0.3769,610,20,96.15,1.7965,5,0.7067,2,4,19,2.6296,0.1744,0,0,2
0.187,404,7,20.13,1.3775,1,0.6268,1,3,4,1.7908,0.3053,1,0,1
0.8137,2738,63,138.2,0.0813,7,0.281,3,7,19,4.8737,0.8183,0,1,3
0.8151,1698,40,34.8,0.1925,4,0.4931,3,3,18,2.4666,0.5505,1,0,2
0.3769,1240,19,20.28,0.884,3,0.6729,4,4,18,3.0317,0.6554,0,0,2
0.2701,1702,44,6.0,0.6507,6,0.3202,4,5,15,2.0023,0.5561,1,1,2
0.4404,2011,41,6.0,1.2173,6,0.4059,3,4,7,1.3782,0.626,0,1,2
0.0291,281,4,2.72,1.3007,1,0.9565,0,2,1,1.3114,0.1045,1,0,0
0.3272,1406,33,44.7,0.6466,4,0.2885,1,4,13,3.531,0.3689,0,0,2
0.7182,4154,66,62.88,0.0205,4,0.2768,3,5,23,3.43,0.8968,1,1,3
0.1983,146,6,7.54,1.7037,0,0.8019,0,2,1,1.5837,0.1919,1,0,0
0.9283,2079,32,20.0,0.0353,14,0.3336,2,3,27,4.485,0.8335,0,1,3
0.5854,2115,22,30.97,1.237,2,0.6914,1,5,19,4.1268,0.7175,0,0,2
0.229,1788,17,59.83,0.77,3,0.4953,1,6,12,3.4394,0.3104,0,0,2
0.6744,2116,26,9.03,1.2582,6,0.5103,3,3,14,3.0816,0.6672,1,0,2
0.0608,376,1,7.21,1.7895,1,0.9589,1,0,6,1.4474,0.0806,1,0,0
0.6256,628,7,35.24,1.4114,3,0.7396,1,4,12,1.0489,0.2067,0,0,1
0.0,20,4,2.73,2.0641,1,0.8003,1,0,6,0.7843,0.1582,1,0,0
0.1722,2125,25,46.17,1.2097,6,0.3972,1,2,8,3.4168,0.7908,1,0,2
0.8703,3151,41,20.0,0.0,13,0.2456,7,8,19,3.96,0.4626,1,1,3
0.3983,635,6,26.03,1.3236,0,0.7793,0,1,10,1.8024,0.2882,1,1,1
0.6689,4086,57,58.38,0.0552,13,0.0932,3,7,18,5.0176,0.4909,0,1,3
0.2182,151,5,1.0,1.8863,0,0.6581,0,4,12,2.3859,0.2223,1,1,1
0.0549,140,1,0.81,1.7895,2,0.7637,0,2,5,1.9976,0.053,1,0,0
0.4838,385,8,36.21,1.849,1,0.8093,0,2,11,1.8671,0.3479,0,0,1
0.0177,98,7,0.65,1.5115,2,1.0,1,2,2,1.1838,0.0589,1,0,0
0.3974,368,4,0.5,1.3673,1,0.8612,1,2,2,0.7907,0.0,1,0,0
0.3705,1113,22,39.12,0.8056,6,0.2402,2,6,14,3.107,0.7824,0,0,2
0.7489,1212,34,20.0,0.1824,5,0.2755,4,5,17,6.2364,0.9505,0,1,3
0.1284,4821,53,174.43,0.0,4,0.3134,5,7,29,3.3766,0.3638,0,1,3
0.8053,1888,21,26.45,0.5796,6,0.4806,4,5,7,2.7799,0.1335,0,0,2
0.6867,2467,67,210.0,0.0,5,0.3336,6,9,31,4.682,0.844,0,1,3
